card_name,data
Wrath of God,"{'card': 'wrath of god', 'colors': 'W', 'averageRound': 41, 'average': 321, 'numberAvailable': 32, 'numberTaken': 4, 'ratio': 0.125, 'lotusScore': 1.828457446809, 'drafts': [{'card': None, 'draft': 'VRD Archives - StLotus10', 'gid': '234061621', 'occurrence': '2023-01-14T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-01-14T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS17', 'gid': '1817121486', 'occurrence': '2023-01-30T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-01-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS18', 'gid': '1321266086', 'occurrence': '2023-02-02T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-02-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS19', 'gid': '84620412', 'occurrence': '2023-02-10T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-02-10T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents3', 'gid': '402632389', 'occurrence': '2023-02-18T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-02-18T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS20', 'gid': '2133326284', 'occurrence': '2023-03-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-03-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus11', 'gid': '925597639', 'occurrence': '2023-04-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-04-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MT4', 'gid': '1664019276', 'occurrence': '2023-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents4', 'gid': '1781732727', 'occurrence': '2023-05-20T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-05-20T00:00:00.000Z'}, {'card': 'wrath of god', 'draft': 'VRD Archives - CHI4', 'gid': '2020127240', 'occurrence': '2023-06-01T00:00:00.000Z', 'pick': 330, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-06-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS21', 'gid': '1903257633', 'occurrence': '2023-06-28T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-06-28T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS22', 'gid': '1884831148', 'occurrence': '2023-07-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-07-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - COL1', 'gid': '1582764244', 'occurrence': '2023-07-09T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-07-09T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus12', 'gid': '1968116436', 'occurrence': '2023-07-30T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-07-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS23', 'gid': '1008615612', 'occurrence': '2023-08-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-08-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - NYC6', 'gid': '326077006', 'occurrence': '2023-08-17T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-08-17T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS24', 'gid': '1716925941', 'occurrence': '2023-09-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-09-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS25', 'gid': '1910684336', 'occurrence': '2023-10-15T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-10-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus13', 'gid': '1640330949', 'occurrence': '2023-12-02T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-12-02T00:00:00.000Z'}, {'card': 'wrath of god', 'draft': 'VRD Archives - TOR1', 'gid': '906554463', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': 289, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS26', 'gid': '1918971365', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS27', 'gid': '997079292', 'occurrence': '2024-02-15T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-02-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS28', 'gid': '1312128391', 'occurrence': '2024-03-03T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-03-03T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS29', 'gid': '1693348956', 'occurrence': '2024-03-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-03-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS30', 'gid': '1634458203', 'occurrence': '2024-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-05-01T00:00:00.000Z'}, {'card': 'wrath of god', 'draft': 'VRD Archives - StLotus14', 'gid': '1605454232', 'occurrence': '2024-05-04T00:00:00.000Z', 'pick': 340, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-05-04T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MSP1', 'gid': '258078587', 'occurrence': '2024-06-06T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-06-06T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS31', 'gid': '55679847', 'occurrence': '2024-07-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-07-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents5', 'gid': '2100385436', 'occurrence': '2024-07-27T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-07-27T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS32', 'gid': '1942684760', 'occurrence': '2024-08-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-08-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS33', 'gid': '1901628944', 'occurrence': '2024-09-13T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-09-13T00:00:00.000Z'}, {'card': 'wrath of god', 'draft': 'VRD Archives - STLPresents6', 'gid': '1637522781', 'occurrence': '2024-10-05T00:00:00.000Z', 'pick': 325, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-10-05T00:00:00.000Z'}]}"
Venerable Monk,"{'card': 'Venerable Monk', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'vendetta', 'suggestions': ['venerated loxodon', 'venerable monk']}"
Voice of All,"{'card': 'Voice of All', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'voice of resurgence', 'suggestions': ['voice of resurgence', 'voice of all']}"
Wall of Swords,"{'card': 'Wall of Swords', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'wall of roots', 'suggestions': ['wall of blossoms', 'wall of swords']}"
Wild Griffin,"{'card': 'Wild Griffin', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'wild growth', 'suggestions': ['wild growth', 'wild griffin']}"
Warrior's Honor,"{'card': ""Warrior's Honor"", 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'warren soultrader', 'suggestions': ['warrior en-kor', ""warrior's honor""]}"
Boomerang,"{'card': 'boomerang', 'colors': 'U', 'averageRound': 38, 'average': 303.3333, 'numberAvailable': 32, 'numberTaken': 3, 'ratio': 0.0938, 'lotusScore': 1.8118359375, 'drafts': [{'card': None, 'draft': 'VRD Archives - StLotus10', 'gid': '234061621', 'occurrence': '2023-01-14T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-01-14T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS17', 'gid': '1817121486', 'occurrence': '2023-01-30T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-01-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS18', 'gid': '1321266086', 'occurrence': '2023-02-02T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-02-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS19', 'gid': '84620412', 'occurrence': '2023-02-10T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-02-10T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents3', 'gid': '402632389', 'occurrence': '2023-02-18T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-02-18T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS20', 'gid': '2133326284', 'occurrence': '2023-03-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-03-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus11', 'gid': '925597639', 'occurrence': '2023-04-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-04-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MT4', 'gid': '1664019276', 'occurrence': '2023-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents4', 'gid': '1781732727', 'occurrence': '2023-05-20T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-05-20T00:00:00.000Z'}, {'card': 'boomerang', 'draft': 'VRD Archives - CHI4', 'gid': '2020127240', 'occurrence': '2023-06-01T00:00:00.000Z', 'pick': 395, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-06-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS21', 'gid': '1903257633', 'occurrence': '2023-06-28T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-06-28T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS22', 'gid': '1884831148', 'occurrence': '2023-07-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-07-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - COL1', 'gid': '1582764244', 'occurrence': '2023-07-09T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-07-09T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus12', 'gid': '1968116436', 'occurrence': '2023-07-30T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-07-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS23', 'gid': '1008615612', 'occurrence': '2023-08-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-08-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - NYC6', 'gid': '326077006', 'occurrence': '2023-08-17T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-08-17T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS24', 'gid': '1716925941', 'occurrence': '2023-09-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-09-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS25', 'gid': '1910684336', 'occurrence': '2023-10-15T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-10-15T00:00:00.000Z'}, {'card': 'boomerang', 'draft': 'VRD Archives - StLotus13', 'gid': '1640330949', 'occurrence': '2023-12-02T00:00:00.000Z', 'pick': 352, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2023-12-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - TOR1', 'gid': '906554463', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS26', 'gid': '1918971365', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS27', 'gid': '997079292', 'occurrence': '2024-02-15T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-02-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS28', 'gid': '1312128391', 'occurrence': '2024-03-03T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-03-03T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS29', 'gid': '1693348956', 'occurrence': '2024-03-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-03-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS30', 'gid': '1634458203', 'occurrence': '2024-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus14', 'gid': '1605454232', 'occurrence': '2024-05-04T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-05-04T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MSP1', 'gid': '258078587', 'occurrence': '2024-06-06T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-06-06T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS31', 'gid': '55679847', 'occurrence': '2024-07-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-07-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents5', 'gid': '2100385436', 'occurrence': '2024-07-27T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-07-27T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS32', 'gid': '1942684760', 'occurrence': '2024-08-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-08-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS33', 'gid': '1901628944', 'occurrence': '2024-09-13T00:00:00.000Z', 'pick': None, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-09-13T00:00:00.000Z'}, {'card': 'boomerang', 'draft': 'VRD Archives - STLPresents6', 'gid': '1637522781', 'occurrence': '2024-10-05T00:00:00.000Z', 'pick': 163, 'maxRelease': '1994-06-01T00:00:00.000Z', 'occurance': '2024-10-05T00:00:00.000Z'}]}"
Academy Researchers,"{'card': 'Academy Researchers', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'academy ruins', 'suggestions': ['academy rector', 'academy researchers']}"
Windborn Muse,"{'card': 'Windborn Muse', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'windfall', 'suggestions': ['wind spirit', 'windborn muse']}"
Youthful Knight,"{'card': 'Youthful Knight', 'numberTaken': 0, 'numberAvailable': 32, 'averageRound': None, 'suggestion': 'you are already dead', 'suggestions': ['you are already dead', 'youthful knight']}"
Clone,"{'card': 'clone', 'colors': 'U', 'averageRound': 29, 'average': 227, 'numberAvailable': 32, 'numberTaken': 1, 'ratio': 0.0313, 'lotusScore': 1.238364361702, 'drafts': [{'card': None, 'draft': 'VRD Archives - StLotus10', 'gid': '234061621', 'occurrence': '2023-01-14T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-01-14T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS17', 'gid': '1817121486', 'occurrence': '2023-01-30T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-01-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS18', 'gid': '1321266086', 'occurrence': '2023-02-02T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-02-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS19', 'gid': '84620412', 'occurrence': '2023-02-10T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-02-10T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents3', 'gid': '402632389', 'occurrence': '2023-02-18T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-02-18T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS20', 'gid': '2133326284', 'occurrence': '2023-03-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-03-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus11', 'gid': '925597639', 'occurrence': '2023-04-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-04-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MT4', 'gid': '1664019276', 'occurrence': '2023-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents4', 'gid': '1781732727', 'occurrence': '2023-05-20T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-05-20T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - CHI4', 'gid': '2020127240', 'occurrence': '2023-06-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-06-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS21', 'gid': '1903257633', 'occurrence': '2023-06-28T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-06-28T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS22', 'gid': '1884831148', 'occurrence': '2023-07-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-07-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - COL1', 'gid': '1582764244', 'occurrence': '2023-07-09T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-07-09T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus12', 'gid': '1968116436', 'occurrence': '2023-07-30T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-07-30T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS23', 'gid': '1008615612', 'occurrence': '2023-08-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-08-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - NYC6', 'gid': '326077006', 'occurrence': '2023-08-17T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-08-17T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS24', 'gid': '1716925941', 'occurrence': '2023-09-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-09-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS25', 'gid': '1910684336', 'occurrence': '2023-10-15T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-10-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus13', 'gid': '1640330949', 'occurrence': '2023-12-02T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2023-12-02T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - TOR1', 'gid': '906554463', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS26', 'gid': '1918971365', 'occurrence': '2024-01-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-01-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS27', 'gid': '997079292', 'occurrence': '2024-02-15T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-02-15T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS28', 'gid': '1312128391', 'occurrence': '2024-03-03T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-03-03T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS29', 'gid': '1693348956', 'occurrence': '2024-03-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-03-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS30', 'gid': '1634458203', 'occurrence': '2024-05-01T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-05-01T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - StLotus14', 'gid': '1605454232', 'occurrence': '2024-05-04T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-05-04T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - MSP1', 'gid': '258078587', 'occurrence': '2024-06-06T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-06-06T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS31', 'gid': '55679847', 'occurrence': '2024-07-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-07-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - STLPresents5', 'gid': '2100385436', 'occurrence': '2024-07-27T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-07-27T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS32', 'gid': '1942684760', 'occurrence': '2024-08-16T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-08-16T00:00:00.000Z'}, {'card': None, 'draft': 'VRD Archives - DIS33', 'gid': '1901628944', 'occurrence': '2024-09-13T00:00:00.000Z', 'pick': None, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-09-13T00:00:00.000Z'}, {'card': 'clone', 'draft': 'VRD Archives - STLPresents6', 'gid': '1637522781', 'occurrence': '2024-10-05T00:00:00.000Z', 'pick': 227, 'maxRelease': '1993-08-05T00:00:00.000Z', 'occurance': '2024-10-05T00:00:00.000Z'}]}"
