average,averageRound,card,colors,lotusScore,numberAvailable,numberTaken,ratio,suggestion
,,Blind Fury,,,32,0,,blightsteel colossus
,,Armorer Guildmage,,,32,0,,armored ascension
,,Barreling Attack,,,32,0,,"baral, chief of compliance"
,,Builder's Bane,,,32,0,,burgeoning
,,Burning Palm Efreet,,,32,0,,burning hands
,,Burning Shield Askari,,,32,0,,burning hands
,,Blistering Barrier,,,32,0,,blightsteel colossus
,,Chaosphere,,,32,0,,chaos defiler
,,Chaos Charm,,,32,0,,chaos defiler
,,Cinder Cloud,,,32,0,,cinder glade
,,Crimson Roc,,,32,0,,crabomination
,,Consuming Ferocity,,,32,0,,consider
,,Emberwilde Djinn,,,32,0,,embercleave
,,Flame Elemental,,,32,0,,flame blitz
,,Goblin Scouts,,,32,0,,goblin assault
,,Goblin Soothsayer,,,32,0,,goblin assault
,,Dwarven Miner,,,32,0,,dack fayden
,,Hivis of the Scale,,,32,0,,hive of the eye tyrant
,,Kaervek's Torch,,,32,0,,kaito shizuki
,,Pyric Salamander,,,32,0,,pyrite spellbomb
,,Dwarven Nomad,,,32,0,,dack fayden
,,Raging Spirit,,,32,0,,raging ravine
,,Ekundu Cyclops,,,32,0,,earthcraft
,,Sirocco,,,32,0,,sire of insanity
,,Searing Spear Askari,,,32,0,,searing blaze
,,Reign of Chaos,,,32,0,,reality shift
,,Torrent of Lava,,,32,0,,torrential gearhulk
,,Subterranean Spirit,,,32,0,,subtlety
,,Telim'Tor,,,32,0,,tear asunder
,,Telim'Tor's Edict,,,32,0,,tear asunder
,,Armor of Thorns,,,32,0,,armored ascension
,,Zirilan of the Claw,,,32,0,,"zirda, the dawnwaker"
,,Barbed Foliage,,,32,0,,"baral, chief of compliance"
,,Canopy Dragon,,,32,0,,canoptek scarab swarm
,,Brushwagg,,,32,0,,brushfire elemental
,,Afiya Grove,,,32,0,,aarakocra sneak
,,Cycle of Life,,,32,0,,cyclonic rift
,,Decomposition,,,32,0,,deceiver exarch
,,Gibbering Hyenas,,,32,0,,gideon blackblade
,,Jolrael's Centaur,,,32,0,,"jolrael, mwonvuli recluse"
,,Hall of Gemstone,,,32,0,,hall of storm giants
,,Granger Guildmage,,,32,0,,grand abolisher
,,Jungle Wurm,,,32,0,,judge's familiar
,,Jungle Patrol,,,32,0,,judge's familiar
,,Karoo Meerkat,,,32,0,,karakas
,,Lure of Prey,,,32,0,,lurrus of the dream-den
,,Locust Swarm,,,32,0,,loaming shaman
,,Mindbender Spores,,,32,0,,mindbreak trap
,,Natural Balance,,,32,0,,natural order
,,Nettletooth Djinn,,,32,0,,nettlecyst
,,Roots of Life,,,32,0,,rootwater thief
,,Preferred Selection,,,32,0,,preordain
,,Seedling Charm,,,32,0,,seedtime
,,Seeds of Innocence,,,32,0,,seedtime
,,Sabertooth Cobra,,,32,0,,sacred foundry
,,Serene Heart,,,32,0,,serenity
,,Tropical Storm,,,32,0,,tropical island
,,Mtenda Lion,,,32,0,,maddening cacophony
,,Superior Numbers,,,32,0,,suppression field
,,Tranquil Domain,,,32,0,,transmute artifact
,,Wild Elephant,,,32,0,,wild growth
,,Unyaro Bee Sting,,,32,0,,unburial rites
,,Uktabi Faerie,,,32,0,,"ugin, the ineffable"
,,Benthic Djinn,,,32,0,,beast within
,,Delirium,,,32,0,,delighted halfling
,,Cadaverous Bloom,,,32,0,,cabal coffers
,,"Asmira, Holy Avenger",,,32,0,,ash barrens
,,Circle of Despair,,,32,0,,circle of dreams druid
,,Energy Bolt,,,32,0,,energy flux
,,Emberwilde Caliph,,,32,0,,embercleave
,,Discordant Spirit,,,32,0,,disenchant
,,Grim Feast,,,32,0,,grim lavamancer
,,Frenetic Efreet,,,32,0,,freed from the real
,,Jungle Troll,,,32,0,,judge's familiar
,,Harbor Guardian,,,32,0,,hard evidence
,,Phyrexian Purge,,,32,0,,phyrexian altar
,,Prismatic Boon,,,32,0,,prismatic ending
,,Haunting Apparition,,,32,0,,haunted ridge
,,Purgatory,,,32,0,,puresteel paladin
,,Hazerider Drake,,,32,0,,hazoret the fervent
,,Kaervek's Purge,,,32,0,,kaito shizuki
,,Leering Gargoyle,,,32,0,,leaf-crowned visionary
,,Malignant Growth,,,32,0,,malakir rebirth // malakir mire
,,Reflect Damage,,,32,0,,reflecting pool
,,Radiant Essence,,,32,0,,radical idea
,,Reparations,,,32,0,,repeal
,,Sealed Fate,,,32,0,,seal of cleansing
,,Rock Basilisk,,,32,0,,robber of the rich
,,Spatial Binding,,,32,0,,spara's headquarters
,,Sawback Manticore,,,32,0,,saw in half
,,Shauku's Minion,,,32,0,,shadow in the warp
,,Warping Wurm,,,32,0,,warping wail
,,Wellspring,,,32,0,,wear // tear
,,Vitalizing Cascade,,,32,0,,vindicate
,,Unfulfilled Desires,,,32,0,,unburial rites
,,Zebra Unicorn,,,32,0,,zealous conscripts
,,Windreaper Falcon,,,32,0,,windfall
,,Acidic Dagger,,,32,0,,acidic slime
,,Amulet of Unmaking,,,32,0,,amulet of vigor
,,Bone Mask,,,32,0,,bone shards
96.4333,13,lion's eye diamond,,69.705792885638,32,30,0.9375,
,,Basalt Golem,,,32,0,,basalt monolith
,,Crystal Golem,,,32,0,,"crystal skull, isu spyglass"
,,Chariot of the Sun,,,32,0,,charming prince
,,Elixir of Vitality,,,32,0,,elixir of immortality
,,Ersatz Gnomes,,,32,0,,"erayo, soratami ascendant // erayo's essence"
,,Horrible Hordes,,,32,0,,horribly awry
,,Misers' Cage,,,32,0,,misery's shadow
,,Mangara's Tome,,,32,0,,manglehorn
,,Razor Pendulum,,,32,0,,razortide bridge
,,Igneous Golem,,,32,0,,ignoble hierarch
,,Sand Golem,,,32,0,,sanctifier en-vec
,,Paupers' Cage,,,32,0,,pack rat
,,Unerring Sling,,,32,0,,unearth
,,Teeka's Dragon,,,32,0,,tear asunder
,,Teferi's Isle,,,32,0,,teferi's protection
,,Telim'Tor's Darts,,,32,0,,tear asunder
,,Ventifact Bottle,,,32,0,,vendetta
,,"Kaust, Eyes of the Glade",,,11,0,,kaito shizuki
,,"Morska, Undersea Sleuth",,,11,0,,moat
,,"Mirko, Obsessive Theorist",,,11,0,,mirage mirror
,,"Duskana, the Rage Mother",,,11,0,,duelist of the mind
,,"Nelly Borca, Impulsive Accuser",,,11,0,,necrogen mists
,,"Marvo, Deep Operative",,,11,0,,march of otherworldly light
,,Armed with Proof,,,11,0,,armageddon
,,"Feather, Radiant Arbiter",,,11,0,,feed the swarm
,,Immortal Obligation,,,11,0,,immolation shaman
,,"Sophia, Dogged Detective",,,11,0,,soaring thought-thief
,,Otherworldly Escort,,,11,0,,otherworldly gaze
,,Merchant of Truth,,,11,0,,merchant scroll
,,Redemption Arc,,,11,0,,red elemental blast
,,Serene Sleuth,,,11,0,,serenity
,,True Identity,,,11,0,,true-name nemesis
,,Veiled Ascension,,,11,0,,veil of summer
,,Copy Catchers,,,11,0,,coppercoat vanguard
,,Unexplained Absence,,,11,0,,unexpectedly absent
,,Trouble in Pairs,,,11,0,,troll of khazad-dum
,,Detective of the Month,,,11,0,,detective's phoenix
,,Final-Word Phantom,,,11,0,,finale of devastation
,,Case of the Shifting Visage,,,11,0,,cascade bluffs
,,Tangletrove Kelp,,,11,0,,tangle wire
,,Follow the Bodies,,,11,0,,foil
,,Watcher of Hours,,,11,0,,waterlogged grove
,,Charnel Serenade,,,11,0,,charming prince
,,Eye of Duskmantle,,,11,0,,eye of ugin
,,Unshakable Tail,,,11,0,,unsubstantiate
,,Foreboding Steamboat,,,11,0,,forensic gadgeteer
,,Havoc Eater,,,11,0,,havengul laboratory // havengul mystery
,,Boltbender,,,11,0,,bolas's citadel
,,Hot Pursuit,,,11,0,,hope of ghirapur
,,Prisoner's Dilemma,,,11,0,,prismari command
,,Mob Verdict,,,11,0,,moat
,,Experiment Twelve,,,11,0,,experimental frenzy
,,Showstopping Surprise,,,11,0,,show and tell
,,On the Trail,,,11,0,,on thin ice
,,Counterpoint,,,11,0,,counterbalance
,,Innocuous Researcher,,,11,0,,innkeeper's talent
,,"Tesak, Judith's Hellhound",,,11,0,,tear asunder
,,Printlifter Ooze,,,11,0,,price of progress
,,Knowledge Is Power,,,11,0,,knight exemplar
,,Take the Bait,,,11,0,,"takenuma, abandoned mire"
,,Ransom Note,,,11,0,,rancor
,,Panoptic Projektor,,,11,0,,pack rat
,,Aerial Extortionist,,,32,0,,aether channeler
,,Smuggler's Share,,,32,0,,smuggler's copter
,,Gideon's Sacrifice,,,32,0,,gideon blackblade
193.75,25,necromancy,B,6.058843085106,32,4,0.125,
,,"Bennie Bracks, Zoologist",,,32,0,,beast within
,,Organic Extinction,,,32,0,,oracle of mul daya
,,Confirm Suspicions,,,32,0,,concealed courtyard
,,Ethereal Investigator,,,32,0,,ethereal armor
,,Ephara's Dispersal,,,25,0,,ephemeral shields
,,Pile On,,,25,0,,pick your poison
,,Graf Mole,,,32,0,,grafdigger's cage
,,Ongoing Investigation,,,32,0,,on thin ice
,,"Tezzeret, Betrayer of Flesh",,,32,0,,"tezzeret, agent of bolas"
,,Dogged Detective,,,32,0,,dockside extortionist
,,Killer Service,,,32,0,,kiln fiend
,,Root Elemental,,,32,0,,rootwater thief
,,Needle Spires,,,32,0,,needleverge pathway // pillarverge pathway
,,Disorder in the Court,,,32,0,,disenchant
,,Labyrinth of Skophos,,,32,0,,laboratory maniac
,,Absolving Lammasu,,,11,0,,"abdel adrian, gorion's ward"
,,Assemble the Players,,,11,0,,assassin's trophy
,,Aurelia's Vindicator,,,11,0,,aura flux
,,Case of the Shattered Pact,,,11,0,,cascade bluffs
,,Auspicious Arrival,,,11,0,,augur of autumn
317.8,40,doorkeeper thrull,W,7.035783365691,11,5,0.4545,
,,Case File Auditor,,,11,0,,cascade bluffs
,,Call a Surprise Witness,,,11,0,,call of the ring
,,Case of the Pilfered Proof,,,11,0,,cascade bluffs
,,Case of the Gateway Express,,,11,0,,cascade bluffs
,,Case of the Uneaten Feast,,,11,0,,cascade bluffs
,,Defenestrated Phantom,,,11,0,,defense grid
,,Due Diligence,,,11,0,,duelist of the mind
,,Forum Familiar,,,11,0,,forbidden orchard
,,"Delney, Streetwise Lookout",,,11,0,,delay
,,Griffnaut Tracker,,,11,0,,grief
,,Essence of Antiquity,,,11,0,,esper panorama
,,Haazda Vigilante,,,11,0,,hall of storm giants
,,Inside Source,,,11,0,,inspiring vantage
,,Krovod Haunch,,,11,0,,krosan grip
,,Karlov Watchdog,,,11,0,,karakas
,,Makeshift Binding,,,11,0,,maddening cacophony
,,Marketwatch Phantom,,,11,0,,march of otherworldly light
,,Museum Nightwatch,,,11,0,,muddle the mixture
,,No Witnesses,,,11,0,,no more lies
,,On the Job,,,11,0,,on thin ice
,,Not on My Watch,,,11,0,,not dead after all
,,Novice Inspector,,,11,0,,no more lies
,,Sanctuary Wall,,,11,0,,sanctum prelate
,,Neighborhood Guardian,,,11,0,,necrogen mists
,,Perimeter Enforcer,,,11,0,,pernicious deed
,,Seasoned Consultant,,,11,0,,seasoned dungeoneer
,,Tenth District Hero,,,11,0,,tendo ice bridge
,,Behind the Mask,,,11,0,,beast within
,,Wojek Investigator,,,11,0,,wooded foothills
,,Unyielding Gatekeeper,,,11,0,,unburial rites
,,Agency Outfitter,,,11,0,,"agadeem's awakening // agadeem, the undercrypt"
,,Bubble Smuggler,,,11,0,,burgeoning
,,Benthic Criminologists,,,11,0,,beast within
,,Burden of Proof,,,11,0,,burgeoning
,,Case of the Filched Falcon,,,11,0,,cascade bluffs
,,Coveted Falcon,,,11,0,,coveted jewel
,,Cryptic Coat,,,11,0,,cryptic command
,,Conspiracy Unraveler,,,11,0,,conspicuous snoop
,,Cold Case Cracker,,,11,0,,collected company
,,Curious Inquiry,,,11,0,,curiosity
,,Case of the Ransacked Lab,,,11,0,,cascade bluffs
195,25,forensic gadgeteer,U,13.128626692553,11,3,0.2727,
,,Deduce,,,11,0,,dead // gone
,,Crimestopper Sprite,,,11,0,,crabomination
,,Dramatic Accusation,,,11,0,,dramatic reversal
,,Fae Flight,,,11,0,,faerie conclave
,,Exit Specialist,,,11,0,,exhume
,,Eliminate the Impossible,,,11,0,,eliminate
,,Forensic Researcher,,,11,0,,forensic gadgeteer
255,32,proft's eidetic memory,U,2.925531914894,11,1,0.0909,
,,Furtive Courier,,,11,0,,fury
,,Living Conundrum,,,11,0,,living wish
,,Intrude on the Mind,,,11,0,,"inti, seneschal of the sun"
,,Jaded Analyst,,,11,0,,jace's defeat
,,Hotshot Investigators,,,11,0,,hope of ghirapur
,,Lost in the Maze,,,11,0,,lose focus
,,Mistway Spy,,,11,0,,mistcutter hydra
,,Out Cold,,,11,0,,outland liberator // frenzied trapbreaker
,,Reasonable Doubt,,,11,0,,reality shift
,,Sudden Setback,,,11,0,,sudden substitution
,,Projektor Inspector,,,11,0,,professor onyx
,,Steamcore Scholar,,,11,0,,steam vents
,,Surveillance Monitor,,,11,0,,survival of the fittest
,,Reenact the Crime,,,11,0,,reality shift
,,Agency Coroner,,,11,0,,"agadeem's awakening // agadeem, the undercrypt"
,,Alley Assailant,,,11,0,,all is dust
,,Barbed Servitor,,,11,0,,"baral, chief of compliance"
,,Unauthorized Exit,,,11,0,,unburial rites
,,Basilica Stalker,,,11,0,,basim ibn ishaq
,,Case of the Gorgon's Kiss,,,11,0,,cascade bluffs
,,Cerebral Confiscation,,,11,0,,ceremonious rejection
,,Deadly Cover-Up,,,11,0,,dead // gone
,,Festerleech,,,11,0,,feed the swarm
,,Case of the Stashed Skeleton,,,11,0,,cascade bluffs
340,43,long goodbye,B,0.870406189628,11,1,0.0909,
,,Clandestine Meddler,,,11,0,,claim // fame
,,Extract a Confession,,,11,0,,exhume
,,Homicide Investigator,,,11,0,,hope of ghirapur
,,Hunted Bonebrute,,,11,0,,hullbreacher
,,Illicit Masquerade,,,11,0,,ice-fang coatl
,,Leering Onlooker,,,11,0,,leaf-crowned visionary
,,Nightdrinker Moroii,,,11,0,,night's whisper
,,"Massacre Girl, Known Killer",,,11,0,,massacre
,,Polygraph Orb,,,11,0,,polluted delta
,,Outrageous Robbery,,,11,0,,outland liberator // frenzied trapbreaker
,,It Doesn't Add Up,,,11,0,,ice-fang coatl
,,Presumed Dead,,,11,0,,preordain
,,Macabre Reconstruction,,,11,0,,maddening cacophony
,,Repeat Offender,,,11,0,,repeal
,,Persuasive Interrogators,,,11,0,,persist
145,19,vein ripper,B,5.585106382979,11,1,0.0909,
,,Toxin Analysis,,,11,0,,toxic deluge
,,Rot Farm Mortipede,,,11,0,,rotting regisaur
,,Undercity Eliminator,,,11,0,,undercity sewers
,,Slice from the Shadows,,,11,0,,slickshot show-off
,,Soul Enervation,,,11,0,,soul of windgrace
,,Slimy Dualleech,,,11,0,,slickshot show-off
,,Snarling Gorehound,,,11,0,,snap
,,Unscrupulous Agent,,,11,0,,unsubstantiate
,,Bolrac-Clan Basher,,,11,0,,bolas's citadel
,,Anzrag's Rampage,,,11,0,,an offer you can't refuse
,,Concealed Weapon,,,11,0,,concealed courtyard
,,The Chase Is On,,,11,0,,the book of exalted deeds
,,Caught Red-Handed,,,11,0,,cauldron familiar
,,Case of the Burning Masks,,,11,0,,cascade bluffs
,,Cornered Crook,,,11,0,,corpse knight
,,Case of the Crimson Pulse,,,11,0,,cascade bluffs
,,Convenient Target,,,11,0,,concealed courtyard
,,Connecting the Dots,,,11,0,,concealed courtyard
272,34,fugitive codebreaker,R,2.514506769947,11,1,0.0909,
,,Demand Answers,,,11,0,,demonic consultation
,,Crime Novelist,,,11,0,,crabomination
,,Galvanize,,,11,0,,galvanic blast
,,Expedited Inheritance,,,11,0,,expedition map
,,Felonious Rage,,,11,0,,"feldon, ronom excavator"
,,Frantic Scapegoat,,,11,0,,frantic search
,,Expose the Culprit,,,11,0,,expansion // explosion
,,Goblin Maskmaker,,,11,0,,goblin matron
,,Harried Dronesmith,,,11,0,,hard evidence
,,Gearbane Orangutan,,,11,0,,geier reach sanitarium
,,Innocent Bystander,,,11,0,,innkeeper's talent
,,Incinerator of the Guilty,,,11,0,,incinerate
,,Krenko's Buzzcrusher,,,11,0,,"krenko, mob boss"
,,"Krenko, Baron of Tin Street",,,11,0,,"krenko, mob boss"
,,Offender at Large,,,11,0,,of one mind
,,Lamplight Phoenix,,,11,0,,laboratory maniac
,,Person of Interest,,,11,0,,personal tutor
,,Reckless Detective,,,11,0,,reckless stormseeker // storm-charged slasher
,,Pyrotechnic Performer,,,11,0,,pyroblast
,,Rubblebelt Braggart,,,11,0,,ruby medallion
,,Suspicious Detonation,,,11,0,,suspicious stowaway // seafaring werewolf
,,Torch the Witness,,,11,0,,torch courier
,,Vengeful Tracker,,,11,0,,vendetta
,,Archdruid's Charm,,,11,0,,archive trap
,,Analyze the Pollen,,,11,0,,anarchy
,,Audience with Trostani,,,11,0,,augur of autumn
,,Bite Down on Crime,,,11,0,,bitter ordeal
,,Chalk Outline,,,11,0,,chalice of the void
,,Airtight Alibi,,,11,0,,aarakocra sneak
,,Aftermath Analyst,,,11,0,,aarakocra sneak
,,Case of the Locked Hothouse,,,11,0,,cascade bluffs
,,Culvert Ambusher,,,11,0,,culling ritual
,,Case of the Trampled Garden,,,11,0,,cascade bluffs
,,Axebane Ferox,,,11,0,,aarakocra sneak
,,Fanatical Strength,,,11,0,,fable of the mirror-breaker // reflection of kiki-jiki
,,Get a Leg Up,,,11,0,,get lost
,,Glint Weaver,,,11,0,,glimmervoid
,,Greenbelt Radical,,,11,0,,green sun's zenith
,,Flourishing Bloom-Kin,,,11,0,,flooded grove
,,Hedge Whisperer,,,11,0,,hedge maze
,,Hard-Hitting Question,,,11,0,,hard evidence
,,Hide in Plain Sight,,,11,0,,hidetsugu consumes all // vessel of the all-consuming
,,Loxodon Eavesdropper,,,11,0,,loaming shaman
,,Nervous Gardener,,,11,0,,necrogen mists
,,Pompous Gadabout,,,11,0,,polluted delta
,,A Killer Among Us,,,11,0,,aarakocra sneak
,,Rubblebelt Maverick,,,11,0,,ruby medallion
,,Sharp-Eyed Rookie,,,11,0,,shard volley
,,Sample Collector,,,11,0,,"samut, vizier of naktamun"
,,The Pride of Hull Clade,,,11,0,,the book of exalted deeds
,,Slime Against Humanity,,,11,0,,slickshot show-off
,,They Went This Way,,,11,0,,the book of exalted deeds
,,Topiary Panther,,,11,0,,tolaria west
,,Tunnel Tipster,,,11,0,,tundra
240,30,break out,GR,3.288201160638,11,1,0.0909,
,,Undergrowth Recon,,,11,0,,underground mortuary
,,Vengeful Creeper,,,11,0,,vendetta
,,Vitu-Ghazi Inspector,,,11,0,,vindicate
,,"Alquist Proft, Master Sleuth",,,11,0,,all is dust
,,Blood Spatter Analysis,,,11,0,,blood sun
,,"Agrus Kos, Spirit of Justice",,,11,0,,"agadeem's awakening // agadeem, the undercrypt"
,,"Anzrag, the Quake-Mole",,,11,0,,an offer you can't refuse
,,"Aurelia, the Law Above",,,11,0,,aura flux
,,Buried in the Garden,,,11,0,,buried alive
,,Curious Cadaver,,,11,0,,curiosity
,,Crowd-Control Warden,,,11,0,,crop rotation
,,Coerced to Kill,,,11,0,,coalition relic
,,Deadly Complication,,,11,0,,dead // gone
,,Detective's Satchel,,,11,0,,detective's phoenix
,,Drag the Canal,,,11,0,,dragon's claw
,,Dog Walker,,,11,0,,dockside extortionist
,,Doppelgang,,,11,0,,dockside extortionist
,,Faerie Snoop,,,11,0,,faerie conclave
,,"Etrata, Deadly Fugitive",,,11,0,,"etali, primal conqueror // etali, primal sickness"
,,Evidence Examiner,,,11,0,,evasive action
,,"Ezrim, Agency Chief",,,11,0,,ezio auditore da firenze
,,Gadget Technician,,,11,0,,gaea's blessing
,,Granite Witness,,,11,0,,grand abolisher
,,Gleaming Geardrake,,,11,0,,gleeful demolition
,,Insidious Roots,,,11,0,,inspiring vantage
,,Ill-Timed Explosion,,,11,0,,ice-fang coatl
,,"Izoni, Center of the Web",,,11,0,,izzet boilerworks
250.5714,32,no more lies,UW,21.228244680851,11,7,0.6364,
,,Kraul Whipcracker,,,11,0,,krark-clan ironworks
,,"Judith, Carnage Connoisseur",,,11,0,,judge's familiar
,,"Kaya, Spirits' Justice",,,11,0,,kayla's reconstruction
,,Kylox's Voltstrider,,,11,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Leyline of the Guildpact,,,11,0,,leyline of the void
,,"Lazav, Wearer of Faces",,,11,0,,laboratory maniac
,,"Kylox, Visionary Inventor",,,11,0,,"kytheon, hero of akros // gideon, battle-forged"
,,Meddling Youths,,,11,0,,meddling mage
,,"Niv-Mizzet, Guildpact",,,11,0,,"niv-mizzet, parun"
,,Private Eye,,,11,0,,price of progress
,,Rakish Scoundrel,,,11,0,,rakdos charm
,,"Rakdos, Patron of Chaos",,,11,0,,rakdos charm
,,Relive the Past,,,11,0,,relic of progenitus
,,Sanguine Savior,,,11,0,,sanctifier en-vec
,,Repulsive Mutation,,,11,0,,repudiate // replicate
,,Riftburst Hellion,,,11,0,,rift bolt
,,Officious Interrogation,,,11,0,,of one mind
,,Rune-Brand Juggler,,,11,0,,rundvelt hordemaster
,,Shady Informant,,,11,0,,shadow in the warp
,,Soul Search,,,11,0,,soul of windgrace
,,Sumala Sentry,,,11,0,,summoner's pact
,,Tin Street Gossip,,,11,0,,tinker
,,Treacherous Greed,,,11,0,,treachery
,,Undercover Crocodelf,,,11,0,,undercity sewers
,,Urgent Necropsy,,,11,0,,urabrask // the great work
,,"Teysa, Opulent Oligarch",,,11,0,,tear asunder
,,"Tolsimir, Midnight's Light",,,11,0,,tolaria west
,,Warleader's Call,,,11,0,,wargate
,,"Trostani, Three Whispers",,,11,0,,troll of khazad-dum
,,"Vannifar, Evolved Enigma",,,11,0,,vandalblast
,,Worldsoul's Rage,,,11,0,,worldspine wurm
,,Wispdrinker Vampire,,,11,0,,wish
256.25,33,elegant parlor,RW,11.58123791117,11,4,0.3636,
275,35,commercial district,GR,4.883945841489,11,2,0.1818,
,,Cryptex,,,11,0,,cryptic command
269.8,34,hedge maze,GU,12.838491296011,11,5,0.4545,
261.5,33,meticulous archive,UW,11.073500967287,11,4,0.3636,
,,Thinking Cap,,,11,0,,thing in the ice // awoken horror
,,"Yarus, Roar of the Old Gods",,,11,0,,"yasharn, implacable earth"
,,Lumbering Laundry,,,11,0,,luminarch aspirant
,,Gravestone Strider,,,11,0,,grave titan
,,Magnetic Snuffler,,,11,0,,"magda, brazen outlaw"
245.3333,31,raucous theater,BR,9.477758704255,11,3,0.2727,
225,29,shadowy backstreet,BW,7.3017408125,11,2,0.1818,
212,27,undercity sewers,BU,27.756286267021,11,7,0.6364,
308,39,underground mortuary,BG,1.644100580319,11,1,0.0909,
213.875,27,thundering falls,RU,31.358800773936,11,8,0.7273,
,,Sanitation Automaton,,,11,0,,sanctifier en-vec
367.5,46,apostle's blessing,W,0.141289893617,32,2,0.0625,
,,Branch of Vitu-Ghazi,,,11,0,,"braids, cabal minion"
,,Lush Portico,,,11,0,,luminarch aspirant
,,Escape Tunnel,,,11,0,,esper panorama
,,Scene of the Crime,,,11,0,,scab-clan berserker
,,Public Thoroughfare,,,11,0,,punishing fire
,,"Tomik, Wielder of Law",,,11,0,,"tomik, distinguished advokist"
,,Argent Sphinx,,,32,0,,argentum masticore
,,Stoic Rebuttal,,,32,0,,stomping ground
,,Steady Progress,,,32,0,,steam vents
,,Somber Hoverguard,,,32,0,,soaring thought-thief
,,"Melek, Reforged Researcher",,,11,0,,meltdown
269.2,34,gut shot,R,4.438164893617,32,5,0.1563,
,,"Voja, Jaws of the Conclave",,,11,0,,"vohar, vodalian desecrator"
,,Death Denied,,,32,0,,death wish
192.1429,25,splinter twin,R,10.696473570479,32,7,0.2188,
,,Surrakar Spellblade,,,32,0,,surge of salvation
404,51,mutagenic growth,G,0,32,1,0.0313,
,,Grim Affliction,,,32,0,,grim lavamancer
,,Instill Infection,,,32,0,,inspiring vantage
,,Midnight Banshee,,,32,0,,"migloz, maze crusher"
,,Sickle Ripper,,,32,0,,siege-gang commander
,,Brute Force,,,32,0,,brutal cathar // moonrage brute
,,Spikeshot Elder,,,32,0,,spikefield hazard // spikefield cave
,,Sundering Vitae,,,32,0,,sundering eruption // volcanic fissure
,,Nest Invader,,,32,0,,nested shambler
,,Vines of Vastwood,,,32,0,,vineglimmer snarl
,,Ashenmoor Gouger,,,32,0,,ashen rider
,,Root-Kin Ally,,,32,0,,rootwater thief
,,Swans of Bryn Argoll,,,32,0,,swan song
,,Chimeric Mass,,,32,0,,chill
,,Blinding Souleater,,,32,0,,blightsteel colossus
,,Etched Monstrosity,,,32,0,,"etali, primal conqueror // etali, primal sickness"
,,Rusted Relic,,,32,0,,ruby medallion
,,Glint Hawk Idol,,,32,0,,glimmervoid
,,Spire Monitor,,,32,0,,spire of industry
,,Pitfall Trap,,,32,0,,pithing needle
,,Eyes in the Skies,,,32,0,,eye of ugin
,,Graceful Reprieve,,,32,0,,grafdigger's cage
,,Wing Splicer,,,32,0,,windfall
,,Molten Rain,,,32,0,,molten collapse
,,Gaea's Anthem,,,32,0,,gaea's blessing
,,Mortician Beetle,,,32,0,,moat
,,Pyromancer Ascension,,,32,0,,pyroblast
,,Ogre Jailbreaker,,,32,0,,oath of druids
323,41,summoning trap,G,0.880984042553,32,2,0.0625,
,,Traitorous Instinct,,,32,0,,trailblazer's torch
,,Dynacharge,,,32,0,,dack fayden
,,Baloth Cage Trap,,,32,0,,bala ged recovery // bala ged sanctuary
,,Hungry Spriggan,,,32,0,,hullbreacher
,,Seal of Primordium,,,32,0,,seal of cleansing
353,45,damping matrix,,0.191156914894,32,1,0.0313,
296.6,38,angel's grace,W,3.299534574468,32,5,0.1563,
,,Slime Molding,,,32,0,,slickshot show-off
,,Aethertow,,,32,0,,aether channeler
,,Vital Splicer,,,32,0,,vindicate
,,Teleportal,,,32,0,,tear asunder
,,Thundersong Trumpeter,,,32,0,,thundering falls
,,Tattermunge Witch,,,32,0,,taiga
,,Amrou Scout,,,32,0,,amulet of vigor
,,Giantbaiting,,,32,0,,gideon blackblade
,,Amrou Seekers,,,32,0,,amulet of vigor
,,Ivory Giant,,,32,0,,ice-fang coatl
,,Meadowboon,,,32,0,,meddling mage
,,Feudkiller's Verdict,,,32,0,,feed the swarm
,,Pallid Mycoderm,,,32,0,,palace jailer
,,Sandsower,,,32,0,,sanctifier en-vec
,,Careful Consideration,,,32,0,,careful study
,,Veteran Armorer,,,32,0,,vedalken shackles
,,Erratic Mutation,,,32,0,,errant and giada
,,Latchkey Faerie,,,32,0,,laboratory maniac
,,Saltfield Recluse,,,32,0,,sacred foundry
,,Mothdust Changeling,,,32,0,,mother of runes
,,Blightspeaker,,,32,0,,blightsteel colossus
,,Auntie's Snitch,,,32,0,,auntie's hovel
,,Vedalken Dismisser,,,32,0,,vedalken shackles
,,Extirpate,,,32,0,,exhume
,,Warren Weirding,,,32,0,,warren soultrader
,,Earwig Squad,,,32,0,,earthcraft
,,Countryside Crusher,,,32,0,,counterbalance
,,Rathi Trapper,,,32,0,,"ratchet, field medic // ratchet, rescue racer"
,,Sudden Shock,,,32,0,,sudden substitution
,,Hammerheim Deadeye,,,32,0,,hall of storm giants
,,Giant Dustwasp,,,32,0,,gideon blackblade
,,War-Spike Changeling,,,32,0,,wargate
,,Pardic Dragon,,,32,0,,paradigm shift
,,Moldervine Cloak,,,32,0,,molten collapse
,,Reach of Branches,,,32,0,,reality shift
,,Sporesower Thallid,,,32,0,,spore frog
,,Lotus Bloom,,,32,0,,lotus cobra
,,Tromp the Domains,,,32,0,,troll of khazad-dum
,,Thallid Germinator,,,32,0,,thalia and the gitrog monster
,,Thallid Shell-Dweller,,,32,0,,thalia and the gitrog monster
,,Demigod of Revenge,,,32,0,,demonic consultation
